material_a,material_b,ground_truth,reason,critical_conflict,category
BUS-VLV-61571,BUS-B-A6234515,NEAR_DUPLICATE,"Identical MPN, perturbed desc, dropped minor field",NONE,CAT-VLV
GME-FLG-66689,GME-B-31BA567D,NEAR_DUPLICATE,"Identical MPN, perturbed desc, dropped minor field",NONE,CAT-FLG
NEC-PPE-86697,NEC-B-2F7E01C1,NEAR_DUPLICATE,"Identical MPN, perturbed desc, dropped minor field",NONE,CAT-PPE
AHM-FLG-41663,AHM-B-BC790988,FUNCTIONALLY_EQUIVALENT,"Different Manufacturer/MPN, identical critical attributes",NONE,CAT-FLG
AHM-INS-58287,AHM-B-1F47602A,NEAR_DUPLICATE,"Identical MPN, perturbed desc, dropped minor field",NONE,CAT-INS
AHM-MTR-13692,AHM-B-F781AC96,RELATED,"Same category/mfg, different size/specs",NONE,CAT-MTR
NEC-BRG-84006,NEC-B-03AA6E73,REQUIRES_ENGINEERING_REVIEW,Mismatched conditionally critical attribute,seal_type (Conditional),CAT-BRG
BUS-PPE-81068,BUS-B-678AEE65,NEAR_DUPLICATE,"Identical MPN, perturbed desc, dropped minor field",NONE,CAT-PPE
BUS-FST-67815,BUS-B-1410A73E,FUNCTIONALLY_EQUIVALENT,"Different Manufacturer/MPN, identical critical attributes",NONE,CAT-FST
AHM-GSK-47889,AHM-B-85BA4389,FUNCTIONALLY_EQUIVALENT,"Different Manufacturer/MPN, identical critical attributes",NONE,CAT-GSK
AHM-PPE-86380,AHM-B-EC811D88,EXACT_DUPLICATE,"Identical MPN/Attributes, perturbed description",NONE,CAT-PPE
BUS-DUP-52668,BUS-B-C176F0D4,REQUIRES_ENGINEERING_REVIEW,Mismatched conditionally critical attribute,seal_type (Conditional),CAT-BRG
GME-INS-94818,GME-B-9AB4B6A8,NOT_EQUIVALENT,Completely different category,CATEGORY_MISMATCH,CAT-INS
NEC-LUB-20536,NEC-B-CEDF0E37,FUNCTIONALLY_EQUIVALENT,"Different Manufacturer/MPN, identical critical attributes",NONE,CAT-LUB
GME-BRG-79732,GME-B-732C3EEC,REQUIRES_ENGINEERING_REVIEW,Mismatched conditionally critical attribute,seal_type (Conditional),CAT-BRG
CPI-GSK-77311,CPI-B-41BA9C3B,RELATED,"Same category/mfg, different size/specs",NONE,CAT-GSK
GME-BRG-56416,GME-B-9D898C54,REQUIRES_ENGINEERING_REVIEW,Mismatched conditionally critical attribute,seal_type (Conditional),CAT-BRG
BUS-MTR-31398,BUS-B-CC242480,EXACT_DUPLICATE,"Identical MPN/Attributes, perturbed description",NONE,CAT-MTR
NEC-FST-19613,NEC-B-ACB4A237,NOT_EQUIVALENT,"Same category, critical attribute conflict",NONE,CAT-FST
AHM-BRG-91312,AHM-B-94919959,REQUIRES_ENGINEERING_REVIEW,Mismatched conditionally critical attribute,seal_type (Conditional),CAT-BRG
AHM-FST-56414,AHM-B-15BB3AAD,NEAR_DUPLICATE,"Identical MPN, perturbed desc, dropped minor field",NONE,CAT-FST
AHM-VLV-80274,AHM-B-85E19EB6,EXACT_DUPLICATE,"Identical MPN/Attributes, perturbed description",NONE,CAT-VLV
CPI-DUP-70435,CPI-B-B0EF73B0,NOT_EQUIVALENT,"Same category, critical attribute conflict",NONE,CAT-INS
BUS-MTR-80465,BUS-B-4D39D3B4,FUNCTIONALLY_EQUIVALENT,"Different Manufacturer/MPN, identical critical attributes",NONE,CAT-MTR
NEC-INS-77137,NEC-B-27A22D66,NEAR_DUPLICATE,"Identical MPN, perturbed desc, dropped minor field",NONE,CAT-INS
GME-INS-82291,GME-B-D18ADD8A,EXACT_DUPLICATE,"Identical MPN/Attributes, perturbed description",NONE,CAT-INS
BUS-BRG-71042,BUS-B-2FA34795,REQUIRES_ENGINEERING_REVIEW,Mismatched conditionally critical attribute,seal_type (Conditional),CAT-BRG
GME-INS-11851,GME-B-6AAAC966,RELATED,"Same category/mfg, different size/specs",NONE,CAT-INS
CPI-BRG-73949,CPI-B-E113DF13,REQUIRES_ENGINEERING_REVIEW,Mismatched conditionally critical attribute,seal_type (Conditional),CAT-BRG
GME-BRG-70699,GME-B-151B7AB7,REQUIRES_ENGINEERING_REVIEW,Mismatched conditionally critical attribute,seal_type (Conditional),CAT-BRG
CPI-DUP-51975,CPI-B-F7547AF2,NEAR_DUPLICATE,"Identical MPN, perturbed desc, dropped minor field",NONE,CAT-GSK
CPI-BRG-72124,CPI-B-D0A9628A,REQUIRES_ENGINEERING_REVIEW,Mismatched conditionally critical attribute,seal_type (Conditional),CAT-BRG
CPI-INS-71454,CPI-B-36C04E18,EXACT_DUPLICATE,"Identical MPN/Attributes, perturbed description",NONE,CAT-INS
NEC-GSK-48083,NEC-B-43EFC97C,NEAR_DUPLICATE,"Identical MPN, perturbed desc, dropped minor field",NONE,CAT-GSK
AHM-CFL-84763,AHM-B-98910075,NEAR_DUPLICATE,"Identical MPN, perturbed desc, dropped minor field",NONE,CAT-VLV
CPI-CFL-36597,CPI-B-6333A03E,NOT_EQUIVALENT,Completely different category,CATEGORY_MISMATCH,CAT-ELC
BUS-BRG-33213,BUS-B-801F7342,REQUIRES_ENGINEERING_REVIEW,Mismatched conditionally critical attribute,seal_type (Conditional),CAT-BRG
BUS-DUP-77435,BUS-B-67DCD0B9,REQUIRES_ENGINEERING_REVIEW,Mismatched conditionally critical attribute,seal_type (Conditional),CAT-BRG
NEC-GSK-43647,NEC-B-9CD8AFEA,FUNCTIONALLY_EQUIVALENT,"Different Manufacturer/MPN, identical critical attributes",NONE,CAT-GSK
CPI-BRG-81463,CPI-B-2A76D739,NOT_EQUIVALENT,"Same category, critical attribute conflict",NONE,CAT-BRG
GME-BRG-61251,GME-B-E756052D,REQUIRES_ENGINEERING_REVIEW,Mismatched conditionally critical attribute,seal_type (Conditional),CAT-BRG
AHM-GSK-92501,AHM-B-7B6EBDD3,FUNCTIONALLY_EQUIVALENT,"Different Manufacturer/MPN, identical critical attributes",NONE,CAT-GSK
NEC-FLG-50235,NEC-B-4C9F37FB,NEAR_DUPLICATE,"Identical MPN, perturbed desc, dropped minor field",NONE,CAT-FLG
BUS-BRG-47858,BUS-B-3E75F1D3,REQUIRES_ENGINEERING_REVIEW,Mismatched conditionally critical attribute,seal_type (Conditional),CAT-BRG
GME-GSK-54280,GME-B-5EC394A7,NEAR_DUPLICATE,"Identical MPN, perturbed desc, dropped minor field",NONE,CAT-GSK
BUS-CFL-68474,BUS-B-8F63CFD4,RELATED,"Same category/mfg, different size/specs",NONE,CAT-INS
BUS-DUP-83443,BUS-B-66D3BD56,RELATED,"Same category/mfg, different size/specs",NONE,CAT-ELC
GME-FLG-95660,GME-B-2679A5B2,RELATED,"Same category/mfg, different size/specs",NONE,CAT-FLG
BUS-DUP-83233,BUS-B-4E5B93F4,RELATED,"Same category/mfg, different size/specs",NONE,CAT-INS
GME-CFL-12225,GME-B-DB4DC828,EXACT_DUPLICATE,"Identical MPN/Attributes, perturbed description",NONE,CAT-FST
AHM-MTR-74578,AHM-B-22BD098E,NEAR_DUPLICATE,"Identical MPN, perturbed desc, dropped minor field",NONE,CAT-MTR
CPI-PPE-49522,CPI-B-F856D311,EXACT_DUPLICATE,"Identical MPN/Attributes, perturbed description",NONE,CAT-PPE
CPI-LUB-74583,CPI-B-6A039408,RELATED,"Same category/mfg, different size/specs",NONE,CAT-LUB
GME-BRG-51419,GME-B-340E0D3B,REQUIRES_ENGINEERING_REVIEW,Mismatched conditionally critical attribute,seal_type (Conditional),CAT-BRG
CPI-PIP-89619,CPI-B-C8469EA8,RELATED,"Same category/mfg, different size/specs",NONE,CAT-PIP
NEC-INS-62363,NEC-B-3DC089C9,RELATED,"Same category/mfg, different size/specs",NONE,CAT-INS
CPI-LUB-42964,CPI-B-61FA7F87,NOT_EQUIVALENT,"Same category, critical attribute conflict",NONE,CAT-LUB
CPI-BRG-18637,CPI-B-689D996E,EXACT_DUPLICATE,"Identical MPN/Attributes, perturbed description",NONE,CAT-BRG
AHM-GSK-36837,AHM-B-7792EC26,EXACT_DUPLICATE,"Identical MPN/Attributes, perturbed description",NONE,CAT-GSK
NEC-LUB-11967,NEC-B-EDB23C6D,EXACT_DUPLICATE,"Identical MPN/Attributes, perturbed description",NONE,CAT-LUB
NEC-BRG-59786,NEC-B-D2A93DAE,REQUIRES_ENGINEERING_REVIEW,Mismatched conditionally critical attribute,seal_type (Conditional),CAT-BRG
CPI-BRG-19748,CPI-B-97A03C39,REQUIRES_ENGINEERING_REVIEW,Mismatched conditionally critical attribute,seal_type (Conditional),CAT-BRG
CPI-BRG-52770,CPI-B-4F9007F7,REQUIRES_ENGINEERING_REVIEW,Mismatched conditionally critical attribute,seal_type (Conditional),CAT-BRG
BUS-FLG-66993,BUS-B-0C3CE9A2,NEAR_DUPLICATE,"Identical MPN, perturbed desc, dropped minor field",NONE,CAT-FLG
AHM-PMP-28871,AHM-B-DFC37D60,NEAR_DUPLICATE,"Identical MPN, perturbed desc, dropped minor field",NONE,CAT-PMP
AHM-DUP-50803,AHM-B-1FCD7946,NEAR_DUPLICATE,"Identical MPN, perturbed desc, dropped minor field",NONE,CAT-FST
GME-ELC-36486,GME-B-5FC57CF3,RELATED,"Same category/mfg, different size/specs",NONE,CAT-ELC
GME-BRG-93852,GME-B-A3B65F86,REQUIRES_ENGINEERING_REVIEW,Mismatched conditionally critical attribute,seal_type (Conditional),CAT-BRG
GME-ELC-43020,GME-B-3100B2F9,RELATED,"Same category/mfg, different size/specs",NONE,CAT-ELC
AHM-PMP-55455,AHM-B-0980253E,FUNCTIONALLY_EQUIVALENT,"Different Manufacturer/MPN, identical critical attributes",NONE,CAT-PMP
CPI-INS-61608,CPI-B-FA2B824D,NEAR_DUPLICATE,"Identical MPN, perturbed desc, dropped minor field",NONE,CAT-INS
GME-BRG-11374,GME-B-EA640C9B,RELATED,"Same category/mfg, different size/specs",NONE,CAT-BRG
CPI-FST-29890,CPI-B-8269CC87,RELATED,"Same category/mfg, different size/specs",NONE,CAT-FST
AHM-CFL-70304,AHM-B-5683ACB6,RELATED,"Same category/mfg, different size/specs",NONE,CAT-PPE
CPI-INS-24018,CPI-B-55462EB3,NOT_EQUIVALENT,Completely different category,CATEGORY_MISMATCH,CAT-INS
BUS-VLV-87604,BUS-B-092743A7,RELATED,"Same category/mfg, different size/specs",NONE,CAT-VLV
AHM-LUB-69438,AHM-B-050B5CCF,EXACT_DUPLICATE,"Identical MPN/Attributes, perturbed description",NONE,CAT-LUB
AHM-PPE-29735,AHM-B-EE42FFEA,RELATED,"Same category/mfg, different size/specs",NONE,CAT-PPE
CPI-DUP-43429,CPI-B-0B22B68D,NEAR_DUPLICATE,"Identical MPN, perturbed desc, dropped minor field",NONE,CAT-PMP
CPI-INS-76823,CPI-B-85AB0076,NEAR_DUPLICATE,"Identical MPN, perturbed desc, dropped minor field",NONE,CAT-INS
AHM-BRG-30273,AHM-B-3E3F5857,REQUIRES_ENGINEERING_REVIEW,Mismatched conditionally critical attribute,seal_type (Conditional),CAT-BRG
CPI-BRG-88997,CPI-B-BEA2915D,REQUIRES_ENGINEERING_REVIEW,Mismatched conditionally critical attribute,seal_type (Conditional),CAT-BRG
GME-GSK-85157,GME-B-DAEC2210,RELATED,"Same category/mfg, different size/specs",NONE,CAT-GSK
NEC-CBL-74876,NEC-B-1850B986,FUNCTIONALLY_EQUIVALENT,"Different Manufacturer/MPN, identical critical attributes",NONE,CAT-CBL
AHM-CFL-37582,AHM-B-1170F670,REQUIRES_ENGINEERING_REVIEW,Mismatched conditionally critical attribute,seal_type (Conditional),CAT-BRG
AHM-CFL-29658,AHM-B-D5358882,NOT_EQUIVALENT,"Same category, critical attribute conflict",NONE,CAT-ELC
NEC-DUP-91197,NEC-B-1E022F75,RELATED,"Same category/mfg, different size/specs",NONE,CAT-LUB
BUS-DUP-40167,BUS-B-7255DE61,NEAR_DUPLICATE,"Identical MPN, perturbed desc, dropped minor field",NONE,CAT-VLV
CPI-BRG-18655,CPI-B-C2D0B590,REQUIRES_ENGINEERING_REVIEW,Mismatched conditionally critical attribute,seal_type (Conditional),CAT-BRG
BUS-VLV-24806,BUS-B-C0EAEA98,FUNCTIONALLY_EQUIVALENT,"Different Manufacturer/MPN, identical critical attributes",NONE,CAT-VLV
CPI-GSK-71822,CPI-B-2170534D,NOT_EQUIVALENT,Completely different category,CATEGORY_MISMATCH,CAT-GSK
AHM-DUP-57873,AHM-B-5B09BCDA,FUNCTIONALLY_EQUIVALENT,"Different Manufacturer/MPN, identical critical attributes",NONE,CAT-BRG
AHM-BRG-83064,AHM-B-E203C2C6,REQUIRES_ENGINEERING_REVIEW,Mismatched conditionally critical attribute,seal_type (Conditional),CAT-BRG
NEC-INS-77137,NEC-B-A3B8AC9E,NEAR_DUPLICATE,"Identical MPN, perturbed desc, dropped minor field",NONE,CAT-INS
AHM-BRG-40356,AHM-B-7AB4A2E1,REQUIRES_ENGINEERING_REVIEW,Mismatched conditionally critical attribute,seal_type (Conditional),CAT-BRG
AHM-ELC-14217,AHM-B-A5B3E90E,NEAR_DUPLICATE,"Identical MPN, perturbed desc, dropped minor field",NONE,CAT-ELC
BUS-CBL-91292,BUS-B-FC09EC3B,EXACT_DUPLICATE,"Identical MPN/Attributes, perturbed description",NONE,CAT-CBL
BUS-FLG-58575,BUS-B-CDD6DB2E,FUNCTIONALLY_EQUIVALENT,"Different Manufacturer/MPN, identical critical attributes",NONE,CAT-FLG
GME-ELC-24223,GME-B-7A7847A6,NEAR_DUPLICATE,"Identical MPN, perturbed desc, dropped minor field",NONE,CAT-ELC
NEC-FST-31025,NEC-B-85126EBF,RELATED,"Same category/mfg, different size/specs",NONE,CAT-FST
GME-DUP-45277,GME-B-FF98BEE7,EXACT_DUPLICATE,"Identical MPN/Attributes, perturbed description",NONE,CAT-PPE
AHM-PPE-50746,AHM-B-C648C14C,RELATED,"Same category/mfg, different size/specs",NONE,CAT-PPE
AHM-CBL-65077,AHM-B-5837A621,NEAR_DUPLICATE,"Identical MPN, perturbed desc, dropped minor field",NONE,CAT-CBL
AHM-FST-50866,AHM-B-4E5C3650,NOT_EQUIVALENT,"Same category, critical attribute conflict",NONE,CAT-FST
AHM-DUP-50803,AHM-B-B4A58CD4,RELATED,"Same category/mfg, different size/specs",NONE,CAT-FST
CPI-VLV-27691,CPI-B-670CA863,NOT_EQUIVALENT,"Same category, critical attribute conflict",pressure_class,CAT-VLV
CPI-PIP-87009,CPI-B-8C220FEB,EXACT_DUPLICATE,"Identical MPN/Attributes, perturbed description",NONE,CAT-PIP
AHM-DUP-36321,AHM-B-23E94656,FUNCTIONALLY_EQUIVALENT,"Different Manufacturer/MPN, identical critical attributes",NONE,CAT-GSK
CPI-PIP-46657,CPI-B-D210F0EF,NEAR_DUPLICATE,"Identical MPN, perturbed desc, dropped minor field",NONE,CAT-PIP
AHM-INS-16012,AHM-B-14C08E6C,NEAR_DUPLICATE,"Identical MPN, perturbed desc, dropped minor field",NONE,CAT-INS
AHM-LUB-57211,AHM-B-DABC0397,RELATED,"Same category/mfg, different size/specs",NONE,CAT-LUB
NEC-FLG-19331,NEC-B-A5795CE4,EXACT_DUPLICATE,"Identical MPN/Attributes, perturbed description",NONE,CAT-FLG
GME-BRG-69076,GME-B-C4F0A5E2,EXACT_DUPLICATE,"Identical MPN/Attributes, perturbed description",NONE,CAT-BRG
GME-CFL-56231,GME-B-823253FD,EXACT_DUPLICATE,"Identical MPN/Attributes, perturbed description",NONE,CAT-GSK
CPI-CFL-73979,CPI-B-1A4478B2,NEAR_DUPLICATE,"Identical MPN, perturbed desc, dropped minor field",NONE,CAT-CBL
CPI-PMP-77398,CPI-B-7AA8C58B,NOT_EQUIVALENT,"Same category, critical attribute conflict",NONE,CAT-PMP
GME-DUP-50013,GME-B-324BF161,REQUIRES_ENGINEERING_REVIEW,Mismatched conditionally critical attribute,seal_type (Conditional),CAT-BRG
GME-FST-57801,GME-B-E5BC8C0A,FUNCTIONALLY_EQUIVALENT,"Different Manufacturer/MPN, identical critical attributes",NONE,CAT-FST
NEC-VLV-38889,NEC-B-149E4B20,FUNCTIONALLY_EQUIVALENT,"Different Manufacturer/MPN, identical critical attributes",NONE,CAT-VLV
NEC-PMP-42490,NEC-B-F1DDEE0C,NEAR_DUPLICATE,"Identical MPN, perturbed desc, dropped minor field",NONE,CAT-PMP
NEC-ELC-77280,NEC-B-DD4B51C7,NEAR_DUPLICATE,"Identical MPN, perturbed desc, dropped minor field",NONE,CAT-ELC
AHM-INS-76250,AHM-B-2FACA895,NOT_EQUIVALENT,Completely different category,CATEGORY_MISMATCH,CAT-INS
BUS-CBL-48103,BUS-B-E7A1C5C9,RELATED,"Same category/mfg, different size/specs",NONE,CAT-CBL
NEC-MTR-47569,NEC-B-B7E096FB,NOT_EQUIVALENT,Completely different category,CATEGORY_MISMATCH,CAT-MTR
AHM-DUP-47186,AHM-B-090C1A72,RELATED,"Same category/mfg, different size/specs",NONE,CAT-BRG
AHM-GSK-98215,AHM-B-AF99D64E,EXACT_DUPLICATE,"Identical MPN/Attributes, perturbed description",NONE,CAT-GSK
BUS-MTR-70537,BUS-B-09825659,FUNCTIONALLY_EQUIVALENT,"Different Manufacturer/MPN, identical critical attributes",NONE,CAT-MTR
CPI-BRG-18880,CPI-B-B77FFC80,REQUIRES_ENGINEERING_REVIEW,Mismatched conditionally critical attribute,seal_type (Conditional),CAT-BRG
AHM-DUP-23771,AHM-B-678DD949,NOT_EQUIVALENT,"Same category, critical attribute conflict",power,CAT-MTR
CPI-DUP-71676,CPI-B-FD418108,RELATED,"Same category/mfg, different size/specs",NONE,CAT-MTR
NEC-BRG-97071,NEC-B-484747EA,REQUIRES_ENGINEERING_REVIEW,Mismatched conditionally critical attribute,seal_type (Conditional),CAT-BRG
CPI-VLV-24986,CPI-B-C0278CAE,FUNCTIONALLY_EQUIVALENT,"Different Manufacturer/MPN, identical critical attributes",NONE,CAT-VLV
GME-BRG-48161,GME-B-9338A610,REQUIRES_ENGINEERING_REVIEW,Mismatched conditionally critical attribute,seal_type (Conditional),CAT-BRG
NEC-BRG-35183,NEC-B-A2D8ABEA,RELATED,"Same category/mfg, different size/specs",NONE,CAT-BRG
CPI-PIP-77844,CPI-B-91C4264B,NEAR_DUPLICATE,"Identical MPN, perturbed desc, dropped minor field",NONE,CAT-PIP
NEC-ELC-56011,NEC-B-36D85D49,RELATED,"Same category/mfg, different size/specs",NONE,CAT-ELC
BUS-FST-42571,BUS-B-9EF37A28,NOT_EQUIVALENT,Completely different category,CATEGORY_MISMATCH,CAT-FST
AHM-PPE-31745,AHM-B-3F7F6195,EXACT_DUPLICATE,"Identical MPN/Attributes, perturbed description",NONE,CAT-PPE
BUS-PPE-47241,BUS-B-5F95E3C2,FUNCTIONALLY_EQUIVALENT,"Different Manufacturer/MPN, identical critical attributes",NONE,CAT-PPE
CPI-INS-81742,CPI-B-1F9547E4,EXACT_DUPLICATE,"Identical MPN/Attributes, perturbed description",NONE,CAT-INS
NEC-PIP-84467,NEC-B-DDDE75C3,FUNCTIONALLY_EQUIVALENT,"Different Manufacturer/MPN, identical critical attributes",NONE,CAT-PIP
CPI-CBL-90077,CPI-B-2D456760,NOT_EQUIVALENT,"Same category, critical attribute conflict",NONE,CAT-CBL
BUS-BRG-96377,BUS-B-8B89F62A,RELATED,"Same category/mfg, different size/specs",NONE,CAT-BRG
CPI-ELC-68517,CPI-B-7970DE99,RELATED,"Same category/mfg, different size/specs",NONE,CAT-ELC
BUS-BRG-27503,BUS-B-468125B9,REQUIRES_ENGINEERING_REVIEW,Mismatched conditionally critical attribute,seal_type (Conditional),CAT-BRG
AHM-VLV-12540,AHM-B-5298C7D6,EXACT_DUPLICATE,"Identical MPN/Attributes, perturbed description",NONE,CAT-VLV
NEC-BRG-77098,NEC-B-9D19B888,REQUIRES_ENGINEERING_REVIEW,Mismatched conditionally critical attribute,seal_type (Conditional),CAT-BRG
NEC-LUB-26246,NEC-B-27756139,NEAR_DUPLICATE,"Identical MPN, perturbed desc, dropped minor field",NONE,CAT-LUB
GME-ELC-43020,GME-B-E77B09B4,RELATED,"Same category/mfg, different size/specs",NONE,CAT-ELC
GME-ELC-45656,GME-B-CC0C12F2,NOT_EQUIVALENT,"Same category, critical attribute conflict",NONE,CAT-ELC
CPI-PIP-58595,CPI-B-FB6E2E01,NOT_EQUIVALENT,Completely different category,CATEGORY_MISMATCH,CAT-PIP
AHM-FST-97677,AHM-B-D912FD05,NOT_EQUIVALENT,"Same category, critical attribute conflict",NONE,CAT-FST
GME-CBL-51203,GME-B-A2AA5DCC,FUNCTIONALLY_EQUIVALENT,"Different Manufacturer/MPN, identical critical attributes",NONE,CAT-CBL
GME-FST-64417,GME-B-048EBF38,NEAR_DUPLICATE,"Identical MPN, perturbed desc, dropped minor field",NONE,CAT-FST
CPI-BRG-63230,CPI-B-617FDCFD,REQUIRES_ENGINEERING_REVIEW,Mismatched conditionally critical attribute,seal_type (Conditional),CAT-BRG
AHM-FST-54835,AHM-B-AE8532B5,NOT_EQUIVALENT,"Same category, critical attribute conflict",NONE,CAT-FST
BUS-INS-10375,BUS-B-6DCA9E7B,NOT_EQUIVALENT,Completely different category,CATEGORY_MISMATCH,CAT-INS
BUS-PPE-36791,BUS-B-3815BFC5,RELATED,"Same category/mfg, different size/specs",NONE,CAT-PPE
BUS-GSK-64123,BUS-B-7767FBCB,FUNCTIONALLY_EQUIVALENT,"Different Manufacturer/MPN, identical critical attributes",NONE,CAT-GSK
GME-FST-51002,GME-B-3C1F3DC1,NOT_EQUIVALENT,"Same category, critical attribute conflict",NONE,CAT-FST
AHM-DUP-78161,AHM-B-0F38149F,NOT_EQUIVALENT,Completely different category,CATEGORY_MISMATCH,CAT-INS
GME-INS-46244,GME-B-B941D9FF,FUNCTIONALLY_EQUIVALENT,"Different Manufacturer/MPN, identical critical attributes",NONE,CAT-INS
GME-PIP-81288,GME-B-BD07097D,NEAR_DUPLICATE,"Identical MPN, perturbed desc, dropped minor field",NONE,CAT-PIP
AHM-PPE-16820,AHM-B-EAF227F2,NEAR_DUPLICATE,"Identical MPN, perturbed desc, dropped minor field",NONE,CAT-PPE
GME-BRG-40816,GME-B-CC445BCA,REQUIRES_ENGINEERING_REVIEW,Mismatched conditionally critical attribute,seal_type (Conditional),CAT-BRG
BUS-PPE-13817,BUS-B-1D91C4D9,NOT_EQUIVALENT,"Same category, critical attribute conflict",NONE,CAT-PPE
CPI-DUP-28115,CPI-B-30A48034,EXACT_DUPLICATE,"Identical MPN/Attributes, perturbed description",NONE,CAT-CBL
NEC-VLV-39220,NEC-B-D610AC23,EXACT_DUPLICATE,"Identical MPN/Attributes, perturbed description",NONE,CAT-VLV
AHM-CBL-53996,AHM-B-5602C209,FUNCTIONALLY_EQUIVALENT,"Different Manufacturer/MPN, identical critical attributes",NONE,CAT-CBL
BUS-DUP-57947,BUS-B-D0E95A21,FUNCTIONALLY_EQUIVALENT,"Different Manufacturer/MPN, identical critical attributes",NONE,CAT-PIP
BUS-FLG-95920,BUS-B-E84BD8A0,NEAR_DUPLICATE,"Identical MPN, perturbed desc, dropped minor field",NONE,CAT-FLG
NEC-BRG-31978,NEC-B-E66CEB3B,REQUIRES_ENGINEERING_REVIEW,Mismatched conditionally critical attribute,seal_type (Conditional),CAT-BRG
GME-INS-79405,GME-B-6A6F52DB,RELATED,"Same category/mfg, different size/specs",NONE,CAT-INS
NEC-BRG-31874,NEC-B-097EFD82,REQUIRES_ENGINEERING_REVIEW,Mismatched conditionally critical attribute,seal_type (Conditional),CAT-BRG
NEC-GSK-62029,NEC-B-53208EEF,NEAR_DUPLICATE,"Identical MPN, perturbed desc, dropped minor field",NONE,CAT-GSK
AHM-BRG-46999,AHM-B-57E3CD76,REQUIRES_ENGINEERING_REVIEW,Mismatched conditionally critical attribute,seal_type (Conditional),CAT-BRG
CPI-PPE-27846,CPI-B-6DFD6D98,FUNCTIONALLY_EQUIVALENT,"Different Manufacturer/MPN, identical critical attributes",NONE,CAT-PPE
AHM-MTR-39553,AHM-B-C9E5AB06,NEAR_DUPLICATE,"Identical MPN, perturbed desc, dropped minor field",NONE,CAT-MTR
NEC-BRG-39782,NEC-B-1A25C94B,REQUIRES_ENGINEERING_REVIEW,Mismatched conditionally critical attribute,seal_type (Conditional),CAT-BRG
GME-BRG-61251,GME-B-898E2EC1,REQUIRES_ENGINEERING_REVIEW,Mismatched conditionally critical attribute,seal_type (Conditional),CAT-BRG
BUS-ELC-30702,BUS-B-20CC672F,NEAR_DUPLICATE,"Identical MPN, perturbed desc, dropped minor field",NONE,CAT-ELC
NEC-FST-23573,NEC-B-829CF561,NOT_EQUIVALENT,Completely different category,CATEGORY_MISMATCH,CAT-FST
CPI-DUP-86382,CPI-B-0B573053,EXACT_DUPLICATE,"Identical MPN/Attributes, perturbed description",NONE,CAT-LUB
BUS-BRG-96377,BUS-B-194795CB,REQUIRES_ENGINEERING_REVIEW,Mismatched conditionally critical attribute,seal_type (Conditional),CAT-BRG
BUS-DUP-89612,BUS-B-FFB183B7,NEAR_DUPLICATE,"Identical MPN, perturbed desc, dropped minor field",NONE,CAT-LUB
BUS-GSK-34971,BUS-B-06FAC4A1,FUNCTIONALLY_EQUIVALENT,"Different Manufacturer/MPN, identical critical attributes",NONE,CAT-GSK
CPI-VLV-20864,CPI-B-0D0A485D,NEAR_DUPLICATE,"Identical MPN, perturbed desc, dropped minor field",NONE,CAT-VLV
CPI-CBL-82742,CPI-B-10FE3257,RELATED,"Same category/mfg, different size/specs",NONE,CAT-CBL
BUS-FLG-78930,BUS-B-1A6FB81E,RELATED,"Same category/mfg, different size/specs",NONE,CAT-FLG
AHM-LUB-98256,AHM-B-94260FF0,RELATED,"Same category/mfg, different size/specs",NONE,CAT-LUB
NEC-CBL-67775,NEC-B-E9A84167,NEAR_DUPLICATE,"Identical MPN, perturbed desc, dropped minor field",NONE,CAT-CBL
NEC-BRG-73746,NEC-B-3EE8BB19,NOT_EQUIVALENT,Completely different category,CATEGORY_MISMATCH,CAT-BRG
CPI-CFL-59704,CPI-B-31752F0B,REQUIRES_ENGINEERING_REVIEW,Mismatched conditionally critical attribute,seal_type (Conditional),CAT-BRG
CPI-BRG-75568,CPI-B-75EA9DCA,REQUIRES_ENGINEERING_REVIEW,Mismatched conditionally critical attribute,seal_type (Conditional),CAT-BRG
CPI-PMP-20806,CPI-B-268E4033,NEAR_DUPLICATE,"Identical MPN, perturbed desc, dropped minor field",NONE,CAT-PMP
GME-BRG-70699,GME-B-D5E29A5E,EXACT_DUPLICATE,"Identical MPN/Attributes, perturbed description",NONE,CAT-BRG
BUS-BRG-90591,BUS-B-F2A2A681,NOT_EQUIVALENT,"Same category, critical attribute conflict",NONE,CAT-BRG
GME-DUP-57984,GME-B-1286BD37,REQUIRES_ENGINEERING_REVIEW,Mismatched conditionally critical attribute,seal_type (Conditional),CAT-BRG
CPI-CBL-17544,CPI-B-E8100D78,FUNCTIONALLY_EQUIVALENT,"Different Manufacturer/MPN, identical critical attributes",NONE,CAT-CBL
